x1,y1,z1,yaw1,pitch1,roll1,x2,y2,z2,yaw2,pitch2,roll2
-0.08214879035949707,1.392380952835083,-0.6715004444122314,5.271490452131017,17.120503145252528,48.63431193403875,0.04924178123474121,0.8689886331558228,-0.13055527210235596,38.857617877060335,45.1925584219824,-68.54711675929609
-0.08082389831542969,1.3968255519866943,-0.6721911430358887,4.7471238192067196,17.977357487727858,49.796455597449,0.04661202430725098,0.8694490194320679,-0.14015579223632812,37.5801616468637,43.8304727204906,-66.06684624764996
-0.08022928237915039,1.397599697113037,-0.6734552383422852,5.190743903679244,18.028271425990315,49.364251223219846,0.043131351470947266,0.8678368330001831,-0.13995742797851562,37.653820824761596,44.64175449373318,-66.67229486319293
-0.07901191711425781,1.3970730304718018,-0.6703519821166992,5.374530219479716,18.294115221432765,49.27178288182552,0.03796720504760742,0.8661209344863892,-0.1377720832824707,37.029574240139034,44.0727007614929,-66.53049227901094
-0.07813501358032227,1.3963745832443237,-0.6664166450500488,5.417764080863457,18.391279221457232,49.05985854021489,0.03528022766113281,0.8647176027297974,-0.1329054832458496,36.54475361913904,43.344268791501605,-66.67501963925983
-0.07518386840820312,1.3969874382019043,-0.6644482612609863,5.44897718703519,18.367116937499787,48.96653212477213,0.038413286209106445,0.8650267124176025,-0.12940454483032227,36.691122914134354,43.202772826659306,-66.7801634547185
-0.07607698440551758,1.3972012996673584,-0.6609053611755371,6.211389318522642,18.425297584417148,47.27031836877644,0.0421140193939209,0.8651243448257446,-0.12804913520812988,36.79248255839082,43.02785750869799,-66.99703725990058
-0.08453679084777832,1.3864555358886719,-0.6515352725982666,6.729025562605494,18.59626384006103,42.35320719011869,0.04594779014587402,0.8524580001831055,-0.1259293556213379,36.89496432915785,42.42850006478493,-66.79776346568767
-0.08208012580871582,1.3776702880859375,-0.700908899307251,8.354857371786357,18.98255009520256,37.7751242215377,0.04982137680053711,0.8154773712158203,-0.11155307292938232,41.4482352620424,47.95458611466585,-73.8292180057973
-0.049295902252197266,1.3974218368530273,-0.8188517093658447,7.719255981343894,20.529830823036814,39.03313340867999,0.04153609275817871,0.7752014398574829,-0.11253142356872559,45.622862502673804,51.839843418981125,-82.89734356901981
0.00789499282836914,1.4264553785324097,-1.0201268196105957,7.590539011789665,20.502059235235972,35.51014902216152,0.029142141342163086,0.7493747472763062,-0.14397084712982178,49.23668737844774,55.025561929864715,-92.4122255887604
0.07384395599365234,1.4565041065216064,-1.2667632102966309,5.547764376373279,16.523950921856624,34.55092290785723,0.024184226989746094,0.738932728767395,-0.20792150497436523,56.09766727538092,59.755810828603494,-104.63936047600697
0.14693522453308105,1.464780330657959,-1.526991367340088,1.0942327602993436,16.887934241066013,33.62243107773554,0.025192975997924805,0.725749135017395,-0.29967164993286133,66.40426022757653,67.93278844481509,-118.98505608492093
0.17661762237548828,1.4120404720306396,-1.7392144203186035,-3.0253083057719037,7.040887612232924,27.69963747837424,0.016288280487060547,0.7024984359741211,-0.371243953704834,78.33878061155565,74.58051434011182,-140.18499740946356
